Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Volkswagen,Cabriolet,1991,regular unleaded,94,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,29,22,873,2000
Volkswagen,Cabriolet,1992,regular unleaded,94,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,29,22,873,2000
Volkswagen,Cabriolet,1992,regular unleaded,94,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,29,22,873,2000
Volkswagen,Cabriolet,1992,regular unleaded,94,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,29,22,873,2000
Volkswagen,Cabriolet,1993,regular unleaded,94,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,27,21,873,2000
Volkswagen,Cabriolet,1993,regular unleaded,94,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,27,21,873,2000
Volkswagen,Cabrio,2000,regular unleaded,115,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,28,21,873,2473
Volkswagen,Cabrio,2000,regular unleaded,115,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,28,21,873,2568
Volkswagen,Cabrio,2001,regular unleaded,115,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,28,21,873,19600
Volkswagen,Cabrio,2001,regular unleaded,115,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,26,20,873,23175
Volkswagen,Cabrio,2001,regular unleaded,115,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,28,21,873,22300
Volkswagen,Cabrio,2001,regular unleaded,115,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,26,20,873,20475
Volkswagen,Cabrio,2001,regular unleaded,115,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,26,20,873,21475
Volkswagen,Cabrio,2001,regular unleaded,115,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,28,21,873,20600
Volkswagen,Cabrio,2002,regular unleaded,115,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,27,20,873,21475
Volkswagen,Cabrio,2002,regular unleaded,115,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,27,20,873,23175
Volkswagen,Cabrio,2002,regular unleaded,115,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,28,21,873,22300
Volkswagen,Cabrio,2002,regular unleaded,115,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,28,21,873,20600
Volkswagen,Cabrio,2002,regular unleaded,115,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,28,21,873,19600
Volkswagen,Cabrio,2002,regular unleaded,115,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,27,20,873,20475
Toyota,Camry Solara,2006,regular unleaded,157,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,30,20,2031,21855
Toyota,Camry Solara,2006,regular unleaded,225,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,18,2031,26940
Toyota,Camry Solara,2006,regular unleaded,225,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,27,18,2031,23355
Toyota,Camry Solara,2006,regular unleaded,225,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,18,2031,30210
Toyota,Camry Solara,2006,regular unleaded,157,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,30,21,2031,21025
Toyota,Camry Solara,2006,regular unleaded,225,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,27,18,2031,21860
Toyota,Camry Solara,2006,regular unleaded,157,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,30,20,2031,20360
Toyota,Camry Solara,2006,regular unleaded,157,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,30,21,2031,19530
Toyota,Camry Solara,2006,regular unleaded,225,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,27,18,2031,26405
Toyota,Camry Solara,2006,regular unleaded,157,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,30,20,2031,23405
Toyota,Camry Solara,2007,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,31,21,2031,19930
Toyota,Camry Solara,2007,regular unleaded,210,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,18,2031,29460
Toyota,Camry Solara,2007,regular unleaded,210,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,18,2031,27190
Toyota,Camry Solara,2007,regular unleaded,155,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,31,22,2031,20760
Toyota,Camry Solara,2007,regular unleaded,155,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,31,22,2031,23030
Toyota,Camry Solara,2007,regular unleaded,210,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,27,18,2031,24530
Toyota,Camry Solara,2007,regular unleaded,155,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,31,22,2031,23905
Toyota,Camry Solara,2007,regular unleaded,210,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,27,18,2031,26905
Toyota,Camry Solara,2007,regular unleaded,210,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,18,2031,30460
Toyota,Camry Solara,2007,regular unleaded,210,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,27,18,2031,22260
Toyota,Camry Solara,2007,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,31,21,2031,22200
Toyota,Camry Solara,2008,regular unleaded,210,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,18,2031,27440
Toyota,Camry Solara,2008,regular unleaded,155,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,31,22,2031,24155
Toyota,Camry Solara,2008,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,31,21,2031,22450
Toyota,Camry Solara,2008,regular unleaded,210,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,27,18,2031,27155
Toyota,Camry Solara,2008,regular unleaded,210,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,27,18,2031,22510
Toyota,Camry Solara,2008,regular unleaded,210,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,18,2031,30710
Toyota,Camry Solara,2008,regular unleaded,155,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,31,22,2031,21010
Toyota,Camry Solara,2008,regular unleaded,210,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,27,18,2031,24780
Toyota,Camry Solara,2008,regular unleaded,155,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,31,22,2031,23280
Toyota,Camry Solara,2008,regular unleaded,210,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,18,2031,29710
Toyota,Camry Solara,2008,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,31,21,2031,20180
Chevrolet,Caprice,1994,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,23,15,1385,2000
Chevrolet,Caprice,1994,regular unleaded,200,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,24,16,1385,2000
Chevrolet,Caprice,1994,regular unleaded,200,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,24,16,1385,2000
Chevrolet,Caprice,1995,regular unleaded,200,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,24,16,1385,2000
Chevrolet,Caprice,1995,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,23,15,1385,2000
Chevrolet,Caprice,1996,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,24,15,1385,2000
Chevrolet,Caprice,1996,regular unleaded,200,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,24,16,1385,2000
Dodge,Caravan,2005,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Passenger Minivan,24,17,1851,18380
Dodge,Caravan,2005,regular unleaded,180,6,AUTOMATIC,front wheel drive,4,N/A,Large,Cargo Minivan,24,17,1851,19835
Dodge,Caravan,2005,regular unleaded,180,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,24,17,1851,22225
Dodge,Caravan,2006,regular unleaded,180,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Cargo Minivan,24,17,1851,20130
Dodge,Caravan,2006,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Passenger Minivan,24,17,1851,18630
Dodge,Caravan,2006,regular unleaded,180,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,24,17,1851,22520
Dodge,Caravan,2007,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,24,17,1851,22995
Dodge,Caravan,2007,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Compact,Cargo Minivan,24,17,1851,20555
Dodge,Caravan,2007,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Compact,Passenger Minivan,24,17,1851,19055
Porsche,Carrera GT,2004,premium unleaded (required),605,10,MANUAL,rear wheel drive,2,"Exotic,Luxury,High-Performance",Compact,Convertible,15,9,1715,440000
Porsche,Carrera GT,2005,premium unleaded (required),605,10,MANUAL,rear wheel drive,2,"Exotic,Luxury,High-Performance",Compact,Convertible,15,9,1715,440000
Cadillac,Catera,1999,regular unleaded,200,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,16,1624,2066
Cadillac,Catera,2000,regular unleaded,200,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,16,1624,2103
Cadillac,Catera,2000,regular unleaded,200,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,16,1624,2241
Cadillac,Catera,2001,premium unleaded (required),200,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,1624,31305
Chevrolet,Cavalier,2003,regular unleaded,140,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,22,1385,14230
Chevrolet,Cavalier,2003,regular unleaded,140,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,22,1385,14030
Chevrolet,Cavalier,2003,regular unleaded,140,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,22,1385,15730
Chevrolet,Cavalier,2003,regular unleaded,140,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,22,1385,17030
Chevrolet,Cavalier,2003,regular unleaded,140,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,22,1385,16830
Chevrolet,Cavalier,2003,regular unleaded,140,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,22,1385,15530
Chevrolet,Cavalier,2004,regular unleaded,140,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,23,1385,17410
Chevrolet,Cavalier,2004,regular unleaded,140,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,23,1385,16105
Chevrolet,Cavalier,2004,regular unleaded,140,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,23,1385,14435
Chevrolet,Cavalier,2004,regular unleaded,140,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,23,1385,15905
Chevrolet,Cavalier,2004,regular unleaded,140,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,23,1385,14235
Chevrolet,Cavalier,2004,regular unleaded,140,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,23,1385,17610
Chevrolet,Cavalier,2004,regular unleaded,140,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,23,1385,10135
Chevrolet,Cavalier,2005,regular unleaded,140,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,23,1385,16290
Chevrolet,Cavalier,2005,regular unleaded,140,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,23,1385,14610
Chevrolet,Cavalier,2005,regular unleaded,140,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,23,1385,16090
Chevrolet,Cavalier,2005,regular unleaded,140,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,23,1385,17510
Chevrolet,Cavalier,2005,regular unleaded,140,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,23,1385,17710
Chevrolet,Cavalier,2005,regular unleaded,140,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,23,1385,14410
Chevrolet,Cavalier,2005,regular unleaded,140,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,23,1385,10325
Porsche,Cayman S,2006,premium unleaded (required),295,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,26,18,1715,58900
Chevrolet,Celebrity,1990,regular unleaded,135,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,27,17,1385,2000
Chevrolet,Celebrity,1990,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,29,20,1385,2000
Toyota,Celica,2003,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,2031,18140
Toyota,Celica,2003,premium unleaded (required),180,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,29,20,2031,22005
Toyota,Celica,2003,premium unleaded (required),180,4,AUTOMATIC,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,27,20,2031,22705
Toyota,Celica,2003,regular unleaded,140,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,23,2031,17340
Toyota,Celica,2004,regular unleaded,140,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,23,2031,19535
Toyota,Celica,2004,premium unleaded (required),180,4,AUTOMATIC,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,28,22,2031,22935
Toyota,Celica,2004,premium unleaded (required),180,4,AUTOMATIC,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,28,22,2031,24810
Toyota,Celica,2004,premium unleaded (required),180,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,21,2031,22235
Toyota,Celica,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,2031,18370
Toyota,Celica,2004,regular unleaded,140,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,23,2031,17570
Toyota,Celica,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,2031,20335
Toyota,Celica,2004,premium unleaded (required),180,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,21,2031,24110
Toyota,Celica,2005,regular unleaded,140,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,23,2031,17670
Toyota,Celica,2005,premium unleaded (required),180,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,21,2031,22335
Toyota,Celica,2005,premium unleaded (required),180,4,AUTOMATIC,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,28,22,2031,23035
Toyota,Celica,2005,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,2031,18470
Buick,Century,2003,regular unleaded,175,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,26,18,155,21235
Buick,Century,2004,regular unleaded,175,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,27,18,155,21815
Buick,Century,2005,regular unleaded,175,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,27,18,155,22040
Chevrolet,Chevy Van,1996,regular unleaded,195,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,17,14,1385,2000
Chevrolet,Chevy Van,1996,regular unleaded,195,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,17,14,1385,2000
Chevrolet,Chevy Van,1996,regular unleaded,195,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Van,17,14,1385,2000
Chevrolet,Chevy Van,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Van,17,14,1385,2000
Chevrolet,Chevy Van,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,17,14,1385,2000
Chevrolet,Chevy Van,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,17,14,1385,2000
Chevrolet,Chevy Van,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,18,13,1385,2050
Chevrolet,Chevy Van,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,18,13,1385,2052
Chevrolet,Chevy Van,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Van,18,13,1385,2116
Oldsmobile,Ciera,1995,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,26,17,26,2000
Oldsmobile,Ciera,1996,regular unleaded,120,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,29,21,26,2000
Oldsmobile,Ciera,1996,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,26,18,26,2000
Chrysler,Cirrus,1998,regular unleaded,168,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,17,1013,2107
Chrysler,Cirrus,1999,regular unleaded,168,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,17,1013,2202
Chrysler,Cirrus,2000,regular unleaded,168,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,16,1013,2373
Honda,Civic CRX,1990,regular unleaded,62,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,44,36,2202,2000
Honda,Civic CRX,1990,regular unleaded,108,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,24,2202,2000
Honda,Civic CRX,1990,regular unleaded,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,32,27,2202,2000
Honda,Civic CRX,1991,regular unleaded,108,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,24,2202,2000
Honda,Civic CRX,1991,regular unleaded,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,27,2202,2000
Honda,Civic CRX,1991,regular unleaded,62,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,44,36,2202,2000
Honda,Civic del Sol,1995,regular unleaded,102,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,37,30,2202,2000
Honda,Civic del Sol,1995,regular unleaded,125,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,25,2202,2000
Honda,Civic del Sol,1995,regular unleaded,160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2033
Honda,Civic del Sol,1996,regular unleaded,106,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,29,2202,2000
Honda,Civic del Sol,1996,regular unleaded,160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2213
Honda,Civic del Sol,1996,regular unleaded,125,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,26,2202,2108
Honda,Civic del Sol,1997,regular unleaded,160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,27,23,2202,2410
Honda,Civic del Sol,1997,regular unleaded,106,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,28,2202,2142
Honda,Civic del Sol,1997,regular unleaded,127,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,26,2202,2322
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,18,14,1385,2949
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,18,14,1385,2992
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,20,15,1385,2529
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,18,14,1385,2580
Chevrolet,C/K 1500 Series,1997,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,19,14,1385,2668
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,18,14,1385,2583
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,20,15,1385,2637
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,20,15,1385,2517
Chevrolet,C/K 1500 Series,1997,regular unleaded,230,8,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,17,11,1385,3046
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,20,15,1385,2265
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,18,14,1385,3046
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,20,15,1385,2896
Chevrolet,C/K 1500 Series,1997,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,19,14,1385,2891
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,20,15,1385,2713
Chevrolet,C/K 1500 Series,1997,regular unleaded,230,8,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,17,11,1385,3120
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,18,14,1385,2653
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,18,14,1385,2541
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,20,15,1385,2486
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,20,15,1385,2268
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,20,15,1385,2207
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,18,14,1385,2925
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,20,15,1385,2242
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,20,15,1385,2554
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,18,14,1385,3088
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,18,14,1385,2749
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,18,14,1385,3220
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,18,14,1385,2996
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,20,15,1385,2366
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,19,14,1385,3265
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,17,12,1385,3676
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,19,14,1385,3427
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,17,12,1385,3470
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2898
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,2920
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2580
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,18,13,1385,3357
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,21,16,1385,2996
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,2883
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,21,16,1385,3094
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2885
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,17,12,1385,3419
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2668
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,2789
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,3321
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,18,13,1385,3342
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,3025
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2653
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,21,16,1385,2740
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2639
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,3067
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2817
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,3350
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,3282
